CustomerID,First_Purchase,Recency,Frequency,Monetary,Min,Max,Mean
13589,180,15,2,379.65,2.9,30.6,18.08
13590,304,12,6,1976.12,5.04,113.76,22.78
13591,267,65,3,1117.13,8.5,76.5,19.26
13592,265,36,4,247.96,6.8,32.85,15.5
13593,337,109,5,1965.08,2.2,59.5,15.84
13594,53,53,1,396.97,2.5,33.0,15.27
13596,13,6,2,664.11,0.39,24.9,4.55
13598,48,48,1,147.29,0.85,25.5,4.57
13599,367,2,21,5026.85,1.45,165.0,20.93
13600,313,313,1,219.52,1.25,44.85,11.55
13601,212,46,2,693.32,0.55,29.7,7.0
13602,65,65,1,428.89,6.64,30.24,18.65
13603,27,27,1,164.34,1.17,17.9,6.09
13606,312,30,3,276.75,0.85,30.6,6.92
13607,41,41,1,675.51,0.19,25.0,6.96
13610,286,13,7,1065.88,0.39,34.0,5.03
13611,360,90,3,1140.8,0.85,60.84,16.03
13614,331,25,4,1585.46,0.24,50.85,8.13
13615,319,319,1,399.99,9.9,40.56,18.16
13617,181,41,3,544.18,0.95,57.75,12.37
13618,174,174,1,177.34,3.48,30.0,13.64
13621,117,117,1,213.85,2.88,20.0,11.26
13623,298,31,5,652.4,0.42,109.5,9.33
13626,253,253,1,257.23,6.96,19.8,13.54
13627,358,60,5,1624.02,1.92,203.52,17.81
13629,339,24,11,7792.36,6.96,358.0,132.07
13630,286,6,7,1995.68,1.25,158.4,28.62
13631,268,100,11,3021.77,40.0,850.0,279.13
13632,244,25,5,2114.68,0.42,60.48,14.61
13634,328,34,5,1547.36,0.39,51.0,8.32
13635,68,68,1,1071.03,5.04,45.0,17.27
13636,286,37,5,941.62,2.88,34.0,15.07
13637,227,53,3,804.3,0.55,25.5,8.12
13638,16,16,1,122.64,9.36,25.5,15.33
13639,75,75,1,1033.34,9.36,237.6,25.83
13642,216,216,1,312.28,0.42,29.4,5.48
13643,186,32,3,519.44,5.04,35.4,18.55
13644,106,17,4,2597.52,4.56,37.5,17.97
13645,121,121,1,252.1,19.9,90.0,50.42
13647,235,10,4,1640.22,10.5,207.5,21.13
13649,367,257,2,346.6,1.65,83.4,15.07
13650,268,17,6,1809.34,6.64,70.8,19.13
13651,40,36,2,94.2,13.5,17.4,15.7
13652,369,46,3,1095.08,9.9,27.04,17.38
13654,274,44,6,2707.33,2.88,53.1,16.31
13655,242,115,2,932.97,3.61,39.8,16.66
13656,338,165,2,379.65,1.25,35.4,7.75
13657,202,11,2,382.14,6.3,67.5,23.88
13658,205,10,5,2421.47,9.9,167.0,24.44
13659,321,206,2,1540.65,0.95,67.2,15.17
13662,260,86,3,862.58,7.8,34.8,16.95
13663,180,180,1,189.47,5.04,19.8,14.57
13666,288,61,3,84.65,1.65,20.4,7.05
13667,150,150,1,299.05,0.19,15.8,3.6
13668,363,3,21,6162.31,0.85,203.52,13.63
13669,150,51,2,218.55,4.8,40.8,24.28
13670,76,76,1,349.7,5.04,30.0,13.99
13673,33,19,2,387.44,0.95,49.5,6.46
13675,285,152,2,486.82,6.6,35.4,19.47
13678,152,152,1,232.6,4.8,19.0,14.54
13680,340,2,4,2199.01,0.79,306.0,19.17
13681,156,18,4,827.83,2.85,41.25,14.52
13682,188,188,1,59.5,17.0,25.5,19.83
13684,286,286,1,62.13,0.85,7.5,2.25
13685,61,3,7,3119.44,0.39,1170.0,79.99
13686,183,183,1,72.0,8.5,10.5,9.0
13689,64,64,1,910.0,15.0,179.0,151.67
13690,60,60,1,172.25,7.8,44.85,19.14
13692,237,25,3,1466.87,6.96,118.8,28.08
13694,374,4,50,62690.54,2.32,622.5,114.51
13695,260,32,15,2504.13,9.96,158.4,27.82
13697,39,39,1,151.3,6.96,19.8,12.61
13699,156,156,1,308.58,9.48,31.8,22.04
13700,328,27,10,2248.63,0.29,99.6,11.59
13703,319,319,1,99.5,99.5,99.5,99.5
13704,89,6,9,2295.31,2.88,51.0,17.22
13705,374,8,3,711.86,7.8,165.0,25.42
13706,303,303,1,330.79,7.8,39.9,16.54
13707,316,268,2,806.41,6.96,60.0,16.8
13708,272,272,1,285.33,1.45,17.7,5.82
13709,316,4,13,6228.71,5.04,177.6,18.83
13710,32,32,1,180.48,4.56,67.2,22.56
13711,219,219,2,252.06,10.5,31.6,19.39
13712,247,247,1,228.84,10.2,40.8,22.88
13715,373,282,5,1051.99,1.1,35.4,10.36
13716,270,270,1,138.28,2.34,20.4,6.58
13717,299,33,6,1432.26,1.95,34.68,14.17
13718,296,247,2,306.55,10.0,111.6,25.55
13719,235,16,5,1041.68,5.04,52.2,17.36
13720,255,117,4,799.9,10.2,79.2,18.6
13721,37,37,1,524.14,6.96,39.6,18.72
13722,283,132,3,2369.16,6.8,85.0,27.95
13723,218,218,1,199.85,19.75,49.75,33.31
13725,309,50,8,1809.81,4.56,136.0,19.04
13726,101,39,2,1079.66,4.68,179.0,25.71
13727,34,29,2,333.48,8.5,47.7,16.67
13728,311,37,6,1016.14,10.2,25.5,16.13
13730,162,136,2,752.6,5.04,39.6,17.5
13731,247,220,2,610.59,10.2,23.4,16.07
13732,29,29,1,491.86,5.04,30.0,14.9
13735,235,25,4,2764.48,0.83,71.4,14.79
13736,261,6,2,721.9,0.29,19.9,3.84
13737,201,201,1,339.6,1.25,73.95,11.32
13739,19,19,1,216.9,41.7,91.8,72.3
13740,241,241,1,350.75,5.04,31.8,15.25
13741,218,72,3,666.33,10.5,47.7,19.66
13742,321,17,12,3079.27,0.42,51.0,9.93
13743,260,3,7,1340.15,10.2,70.2,32.72
13744,293,96,2,1080.52,0.75,41.76,17.15
13745,163,163,1,291.54,4.56,28.44,12.0
13747,374,374,1,79.6,79.6,79.6,79.6
13748,374,96,5,948.25,9.36,204.0,33.87
13750,337,54,5,1647.26,12.75,325.44,68.64
13751,289,289,1,296.25,2.5,165.0,32.92
13752,247,125,6,1175.38,1.25,75.0,15.67
13753,288,288,1,741.26,10.2,67.5,21.18
13754,318,152,2,282.6,10.2,52.2,23.55
13755,64,4,9,2101.39,0.19,59.4,6.57
13756,368,3,14,5145.12,4.68,355.2,36.55
13758,374,12,7,3190.55,0.42,102.0,27.27
13759,72,34,2,659.41,13.0,157.92,26.38
13760,257,55,2,286.79,0.42,20.65,5.03
13761,180,51,2,1070.65,5.04,30.0,15.3
13763,64,64,1,1689.46,50.0,180.0,114.33
13764,338,71,3,1519.42,0.55,25.0,7.34
13767,374,3,37,16945.71,10.08,532.8,46.79
13769,368,3,10,2771.87,1.95,157.92,20.71
13771,248,65,4,2631.7,6.64,102.0,22.14
13772,240,34,3,1122.63,0.39,74.25,6.49
13774,82,82,1,345.0,10.2,24.9,15.68
13777,374,1,33,25748.35,1.44,1383.12,131.86
13778,104,104,1,178.7,8.25,30.0,19.86
13780,171,8,2,360.01,1.25,85.8,6.32
13781,251,251,1,127.84,3.38,25.5,7.52
13782,328,13,6,908.86,1.25,24.96,8.04
13784,333,10,11,2462.79,17.7,199.68,79.44
13786,368,368,1,230.4,11.4,81.6,32.91
13787,365,76,2,309.04,1.65,24.96,9.97
13790,5,5,1,348.8,3.48,18.72,7.75
13791,169,128,2,1047.68,72.0,290.0,137.82
13792,288,67,2,195.55,10.2,23.4,15.04
13798,373,2,57,36352.87,0.39,424.5,106.46
13799,295,117,2,688.86,10.2,50.4,17.66
13800,310,310,1,558.32,5.04,46.8,16.92
13801,67,67,1,324.8,6.6,20.4,14.12
13802,312,139,3,3906.27,4.68,330.0,76.66
13803,256,256,1,277.07,10.2,23.4,16.3
13804,290,31,7,2588.39,6.64,69.36,19.17
13805,130,53,2,924.6,20.52,169.0,71.12
13806,64,64,1,256.38,12.48,65.4,25.64
13807,368,368,1,112.6,12.7,19.8,16.09
13808,97,6,5,1747.66,4.56,106.2,23.0
13819,320,302,3,1140.35,13.2,66.0,31.68
13821,262,145,2,385.64,1.68,25.5,6.54
13822,41,6,2,632.0,0.65,123.9,6.58
13823,92,19,2,957.66,10.5,91.8,23.94
13824,311,33,5,1698.94,9.0,207.5,36.93
13826,177,177,1,174.65,13.2,29.7,18.95
13827,144,58,3,409.8,0.39,19.9,4.45
13828,23,23,1,209.49,8.5,17.7,13.97
13831,370,17,6,2198.45,1.25,326.4,30.53
13832,20,20,1,40.95,15.0,19.8,17.4
13833,160,160,1,383.85,0.95,30.0,13.71
13835,216,26,4,834.57,5.8,31.8,15.17
13837,318,212,2,266.59,1.25,45.0,14.81
13838,370,6,4,674.82,0.42,19.9,4.09
13841,253,253,1,85.0,85.0,85.0,85.0
13842,367,59,9,3385.62,4.35,50.85,16.44
13844,12,12,1,361.62,10.2,35.4,18.08
13845,65,65,1,312.98,9.96,102.0,34.78
13846,361,25,3,847.61,7.8,30.6,15.73
13848,367,93,3,1255.0,50.0,480.0,251.0
13849,171,52,2,1537.95,2.88,39.6,15.23
13850,130,130,1,1586.81,8.2,30.6,17.16
13851,289,96,3,2651.46,6.8,888.0,32.73
13853,58,58,1,1056.94,9.36,175.2,47.4
13854,366,9,25,8025.02,6.8,350.4,73.72
13856,204,169,3,363.4,8.5,93.6,27.75
13858,58,58,1,216.17,10.2,30.6,19.65
13859,327,327,1,201.16,1.68,19.9,7.18
13860,87,2,5,1240.0,4.68,29.88,16.39
13862,333,19,8,2187.31,6.8,45.0,15.89
13863,248,248,1,299.56,7.8,30.0,15.29
13865,290,59,4,501.56,6.6,25.5,16.72
13866,75,75,1,145.67,11.5,34.68,20.81
13867,219,32,3,1005.09,8.2,63.6,16.75
13868,39,8,2,3192.54,1.45,2685.0,96.74
13869,358,124,4,3083.65,0.42,35.7,10.14
13870,288,3,8,2751.25,5.04,207.5,24.1
13871,309,23,13,6389.8,5.04,67.2,19.06
13873,310,120,3,381.7,6.96,30.0,16.94
13874,359,359,1,540.45,10.5,178.75,30.02
13875,302,54,5,1786.79,4.56,178.2,17.18
13876,64,64,1,122.7,12.6,23.9,17.53
13877,87,87,1,117.24,17.4,69.6,39.08
13878,55,55,1,1271.57,9.96,99.6,36.33
13880,368,22,13,3219.77,5.04,59.4,19.51
13881,312,4,20,16989.52,8.5,612.0,96.4
13882,65,3,5,1131.28,3.48,59.85,18.33
13883,254,11,5,2538.75,6.8,51.0,18.83
13884,284,8,5,781.3,0.85,69.3,13.35
13885,201,190,2,506.8,6.6,51.0,18.1
13886,72,72,1,243.56,9.96,20.0,15.22
13887,205,205,1,349.55,9.96,32.7,18.4
13888,219,120,2,595.67,2.5,30.0,15.27
13889,93,93,1,416.9,14.85,50.4,27.79
13890,359,2,10,1860.86,3.1,39.6,17.13
13892,247,27,4,632.97,3.04,114.84,23.44
13893,298,298,1,821.1,15.9,306.0,39.1
13894,311,24,3,535.97,7.8,76.32,20.91
13895,165,29,4,2588.12,6.8,180.0,21.98
13897,51,51,1,311.16,9.36,53.1,18.3
13898,326,326,1,155.93,4.56,22.5,12.99
13899,275,17,2,388.52,10.2,51.0,20.45
13900,263,184,3,740.95,5.04,102.0,17.23
13901,319,73,5,2867.2,4.56,59.95,19.24
13904,295,38,2,332.64,5.04,19.8,12.79
13908,277,80,4,2347.05,6.8,124.8,19.42
13911,309,58,9,2580.91,5.04,119.52,17.44
13914,37,12,2,613.95,6.64,59.4,18.98
13917,192,50,2,272.04,2.28,30.6,15.11
13918,254,50,2,1212.84,15.0,254.4,40.43
13922,352,352,1,172.25,12.6,39.8,24.61
13923,54,54,1,351.13,5.04,35.4,17.56
13924,73,2,6,1682.08,3.75,35.4,15.72
13925,135,93,4,616.65,6.64,33.2,16.54
13926,24,24,1,223.85,3.1,39.95,20.35
13927,75,75,1,348.99,5.04,41.6,16.62
13928,134,11,4,464.57,10.2,35.4,17.21
13929,327,170,2,802.85,14.85,398.0,93.63
13930,137,58,2,337.34,12.6,39.6,19.84
13931,281,96,2,1230.93,8.5,255.0,21.34
13932,295,295,1,307.4,11.9,34.0,19.21
13933,149,110,2,608.79,14.85,67.5,26.47
13934,264,264,1,922.1,9.95,90.0,29.75
13936,180,180,1,361.28,3.48,31.6,14.48
13937,170,170,1,158.85,6.6,30.6,17.65
13938,36,36,1,71.66,6.64,19.8,10.24
13939,312,24,3,556.75,4.56,35.4,12.63
13940,145,18,4,839.14,4.74,39.6,17.13
13941,373,22,5,4912.41,15.0,356.4,113.62
13946,268,80,3,561.57,3.9,132.0,51.05
13947,66,66,1,90.6,13.5,19.8,18.12
13948,361,361,1,102.0,23.4,46.8,34.0
13949,95,3,6,2427.32,2.88,135.2,15.17
13950,247,12,4,728.56,6.6,81.6,21.29
13951,295,177,3,674.45,5.04,38.16,17.29
13952,239,218,2,3246.09,0.0,70.8,23.73
13953,353,8,7,3515.68,7.8,750.0,175.78
13954,71,2,2,378.59,4.68,33.9,17.6
13955,306,155,2,322.96,0.55,51.0,9.79
13956,272,6,5,1019.27,0.65,49.01,6.93
13959,363,80,3,594.04,0.39,42.5,6.6
13960,72,22,2,230.22,6.96,70.8,19.18
13962,246,22,2,169.55,10.08,21.95,15.41
13963,368,309,4,664.54,5.04,60.0,18.99
13967,146,146,1,80.7,35.7,45.0,40.35
13969,366,8,18,8956.92,0.19,207.5,14.58
13971,286,19,8,2702.22,5.1,49.8,18.51
13972,202,71,2,190.25,4.75,23.6,12.68
13973,288,288,1,264.7,9.95,68.0,24.06
13974,50,50,1,413.59,8.2,24.96,14.77
13975,277,32,6,2438.19,0.55,51.0,7.48
13976,207,207,1,357.98,15.0,69.36,35.8
13978,46,15,2,196.79,0.85,40.56,13.12
13979,74,74,1,869.87,2.88,25.5,16.11
13980,61,61,1,200.14,4.56,47.2,18.19
13982,366,40,4,1861.11,1.25,81.6,16.86
13983,367,30,12,2590.46,0.85,290.0,24.33
13984,367,27,5,488.03,8.5,432.48,57.53
13985,265,5,15,7024.53,6.72,53.1,20.23
13986,18,18,1,320.46,9.9,80.64,24.65
13988,255,20,6,4098.8,3.04,71.9,17.73
13989,240,66,2,1266.08,10.2,145.0,30.88
13990,214,214,1,311.3,6.6,35.7,19.46
13991,144,13,6,847.54,0.19,39.6,10.4
13992,31,31,1,76.8,8.5,20.0,15.36
13993,331,43,9,3409.66,7.8,204.0,28.65
13994,149,4,6,2274.14,1.7,49.5,15.37
13995,246,16,5,1383.49,5.04,35.4,16.21
13999,362,11,12,3865.26,2.28,81.36,18.76
14000,212,212,1,633.71,15.0,93.6,42.38
14001,374,46,3,2030.33,15.0,179.0,52.39
14002,157,135,2,529.73,1.9,23.4,11.27
14004,289,44,7,4582.64,8.7,82.5,26.8
14005,216,10,5,2874.72,4.56,175.2,34.22
14006,313,116,3,962.19,13.2,145.0,32.07
14009,206,199,2,685.93,7.65,30.0,16.56
14012,278,278,1,328.8,13.6,39.6,29.89
14013,276,111,3,473.02,2.88,39.6,13.91
14014,78,78,1,505.18,2.88,30.0,12.95
14015,53,53,1,917.34,15.0,108.48,45.87
14019,139,47,3,1398.96,8.7,99.84,21.54
14020,89,17,2,642.8,6.96,39.6,16.48
14021,257,156,3,631.9,15.0,76.5,28.72
14022,226,226,1,440.0,5.04,35.4,15.71
14023,251,8,2,584.07,7.5,44.55,18.84
14024,125,122,2,327.7,12.75,30.6,20.48
14027,61,61,1,104.82,9.9,24.96,17.47
14029,145,64,2,467.66,9.36,79.2,31.18
14030,367,19,8,2358.84,0.84,290.0,9.75
14031,373,8,19,14634.64,0.83,1416.0,69.15
14032,367,3,11,2929.84,5.04,128.88,20.81
14034,158,23,3,509.09,0.29,87.8,7.55
14035,298,29,5,1428.02,0.55,81.6,21.64
14036,285,285,1,626.65,5.04,31.8,16.49
14037,365,177,2,147.2,1.25,17.7,5.26
14038,208,79,3,1554.48,6.8,39.6,16.96
14039,34,34,1,152.2,16.5,69.6,25.37
14040,332,41,12,3487.59,1.25,175.2,15.55
14041,267,267,1,141.41,0.55,39.9,6.73
14044,310,27,4,646.42,0.39,49.95,3.14
14045,374,110,4,1659.75,132.0,408.0,276.62
14046,285,285,1,154.99,2.1,40.32,11.07
14047,373,9,5,1290.01,9.3,183.6,40.89
14048,306,306,1,375.13,1.25,23.6,4.82
14049,318,17,4,5536.15,0.39,119.4,11.67
14050,107,32,2,746.36,4.56,30.0,13.82
14051,367,1,23,15477.34,6.96,357.6,74.34
14052,20,20,1,225.36,0.42,18.75,4.02
14053,160,125,2,260.25,12.5,112.5,65.06
14054,66,66,1,92.46,9.96,16.5,15.41
14055,107,107,1,725.64,13.52,415.0,72.56
14056,285,2,23,8062.46,0.39,74.25,7.49
14057,361,24,17,6141.1,0.65,386.64,21.95
14059,267,267,1,183.6,10.2,51.0,22.95
14060,373,5,19,6135.38,5.04,252.0,30.4
14062,365,10,12,10464.85,0.84,594.0,94.28
14064,275,30,5,1168.92,0.65,311.04,17.33
14066,267,267,1,152.55,15.0,38.25,21.79
14067,97,64,2,374.7,0.65,24.75,7.21
14068,321,321,1,265.85,3.75,40.5,11.08
14071,265,4,8,1306.16,0.19,40.56,4.45
14073,33,33,1,139.54,6.96,17.0,11.62
14075,262,5,3,942.26,5.04,85.92,21.91
14076,130,130,1,118.67,0.21,16.95,2.7
14077,275,41,5,499.42,0.95,85.92,11.89
14078,374,102,6,1049.37,0.83,158.75,16.14
14079,125,125,1,375.1,4.15,165.0,31.26
14080,33,33,1,45.6,10.2,15.0,11.4
14081,370,303,2,891.77,0.65,25.5,6.14
14082,365,365,1,182.25,0.95,23.4,6.28
14083,372,5,9,1002.9,0.65,29.7,5.67
14085,369,3,18,4408.54,0.39,51.0,9.87
14087,3,3,1,178.72,0.38,11.7,2.82
14088,323,11,13,50415.49,1.06,459.0,85.72
14089,57,57,1,158.75,1.25,31.2,12.21
14090,325,325,1,76.32,76.32,76.32,76.32
14092,359,8,14,4063.1,0.85,71.4,19.05
14093,13,13,1,433.86,0.39,30.0,4.34
14096,102,5,17,57120.91,0.42,1599.26,12.75
14098,37,37,1,147.35,0.21,61.2,7.02
14099,355,17,11,3092.97,0.75,121.68,12.42
14100,138,138,1,191.95,0.95,23.85,7.68
14101,327,74,6,5976.79,0.85,550.0,170.77
14102,45,6,5,1060.33,0.55,90.0,19.07
14104,166,155,2,216.21,0.1,85.0,10.3
14105,240,240,1,1260.33,5.04,53.55,17.11
14107,365,52,7,2688.48,6.96,71.4,21.98
14108,102,31,2,594.16,4.68,59.4,17.59
14109,73,73,1,80.2,8.5,25.2,16.02
14110,267,4,12,5669.65,6.6,325.44,36.67
14111,242,15,4,688.6,10.2,153.0,69.28
14112,276,23,7,2774.17,6.8,102.0,18.22
14113,355,4,4,1377.92,7.44,408.0,54.13
14114,331,274,2,386.53,8.5,89.7,25.77
14116,122,20,5,1382.74,8.7,85.0,19.2
14117,144,144,1,90.0,30.0,30.0,30.0
14121,60,4,4,2740.3,4.32,94.8,17.49
14124,85,85,1,419.58,20.0,143.26,83.92
14125,79,11,3,2720.63,5.04,47.8,16.39
14126,11,8,3,643.63,11.7,305.28,47.08
14127,311,123,3,709.71,2.9,23.6,16.13
14128,256,61,2,637.5,5.04,29.7,13.86
14129,261,2,5,1123.86,10.08,45.0,21.61
14130,320,320,1,480.91,1.25,40.8,7.29
14132,184,3,11,3580.13,4.32,74.0,17.93
14133,316,130,3,590.34,10.2,39.6,21.63
14135,373,2,15,4690.31,7.8,237.6,35.0
14138,64,2,2,965.88,9.36,99.6,21.0
14139,47,47,1,415.82,8.4,61.2,15.99
14140,32,4,2,920.05,5.04,30.6,14.17
14141,106,3,4,879.03,10.2,59.4,22.88
14142,374,374,1,311.81,5.04,25.2,14.17
14143,134,134,1,115.8,15.0,19.8,16.54
14145,218,47,4,3148.2,237.6,594.0,340.2
14146,358,9,5,2949.57,6.64,183.6,19.96
14147,286,79,2,468.4,15.0,204.0,96.68
14148,234,234,1,157.2,14.85,127.5,52.4
14149,221,221,1,259.43,4.68,25.5,15.95
14150,360,36,2,658.64,4.56,118.8,25.33
14152,235,76,2,611.09,3.36,30.0,12.68
14154,240,240,2,1345.62,10.08,195.0,25.88
14155,267,267,1,118.75,17.85,29.5,19.79
14157,286,20,2,392.44,0.65,35.4,9.24
14158,41,41,1,507.66,4.56,34.0,12.38
14159,363,20,11,4615.64,0.12,51.0,3.94
14161,370,216,3,1097.62,1.25,39.8,10.55
14162,293,174,2,289.36,2.55,40.8,11.57
14163,240,88,4,2445.91,2.85,297.0,47.04
14164,81,71,2,1631.77,15.0,358.0,56.27
14165,276,276,1,120.44,0.39,17.0,5.02
14167,332,40,4,562.59,1.06,25.5,11.25
14171,99,99,1,363.79,0.65,25.5,6.27
14173,220,11,4,450.84,0.55,135.0,15.55
14174,34,34,1,134.46,1.58,9.95,5.17
14175,330,60,3,3108.06,4.68,75.0,21.63
14176,368,298,4,574.0,7.5,35.4,18.61
14177,180,87,4,544.51,0.85,109.0,13.4
14178,183,9,7,1600.26,0.19,59.4,5.03
14179,53,41,2,701.57,0.55,34.8,4.47
14180,373,11,25,4640.77,7.5,165.0,19.79
14184,67,67,1,452.89,9.9,39.8,18.87
14185,332,332,1,197.65,12.75,165.0,65.88
14188,311,31,6,2018.91,6.96,62.4,31.61
14189,369,3,15,4604.31,2.88,76.32,17.56
14191,221,2,13,4660.01,3.36,79.0,18.09
14193,270,68,2,853.39,9.96,74.0,20.32
14194,309,5,21,11216.75,2.88,129.0,19.6
14195,253,202,2,962.7,39.8,392.0,144.57
14196,107,107,1,335.52,17.0,163.2,55.92
14198,240,19,4,663.5,8.7,40.8,17.98
14199,219,219,1,185.4,10.2,175.2,92.7
14201,360,61,7,688.04,6.96,67.6,20.2
14204,3,3,1,150.61,0.38,14.85,3.86
14205,265,17,2,218.78,13.2,33.0,19.45
14206,240,240,1,308.26,10.08,30.0,16.41
14208,95,95,1,151.74,10.5,22.5,15.17
14209,333,11,6,2067.13,7.8,81.6,23.83
14210,372,106,6,1900.89,6.6,51.0,18.68
14211,296,54,9,2208.3,5.04,147.5,20.01
14212,90,90,1,1070.48,50.4,237.6,118.94
14214,278,31,5,1000.23,4.56,33.9,14.99
14215,369,12,6,1777.92,4.56,35.4,16.57
14216,38,4,4,1839.3,8.2,195.6,31.17
14217,367,2,17,1925.36,9.48,130.8,20.05
14218,43,43,1,169.48,4.56,20.8,14.12
14219,5,5,1,89.94,3.48,25.2,12.85
14220,359,248,2,632.4,14.85,121.68,30.11
14221,340,43,9,3427.85,3.9,131.4,17.79
14222,178,178,1,683.17,5.04,40.8,16.66
14223,265,93,3,975.23,6.72,39.6,16.52
14224,321,111,4,1009.73,0.65,64.35,8.94
14226,270,29,5,2184.24,6.64,232.0,33.56
14227,285,27,10,3315.71,7.8,70.8,19.15
14229,334,52,3,1450.6,12.5,175.2,38.68
14231,289,184,3,822.06,8.5,79.9,18.51
14232,265,43,5,2043.93,4.56,53.1,17.81
14233,318,50,4,1447.51,6.96,232.0,41.79
14234,58,23,4,754.12,0.19,45.0,5.13
14235,261,76,5,3093.86,9.9,179.0,39.81
14236,373,81,2,490.86,6.72,158.4,32.72
14237,374,374,1,161.0,10.2,33.9,17.89
14238,327,327,1,146.85,7.5,30.0,18.36
14239,317,44,11,2323.5,6.96,79.2,21.26
14240,226,31,2,890.34,6.96,83.4,21.2
14241,184,184,1,213.7,13.2,66.4,21.37
14242,326,235,2,280.55,10.2,25.5,17.53
14243,366,9,10,2535.88,4.56,70.8,18.36
14245,264,220,2,1677.48,6.6,39.6,15.68
14246,246,111,3,1474.06,10.2,39.6,19.65
14247,279,279,1,136.77,1.65,20.65,6.84
14248,319,319,1,302.58,10.08,204.0,37.82
14250,90,8,3,1904.05,5.04,39.6,17.15
14251,58,2,5,2879.7,10.08,102.0,36.92
14256,365,261,2,935.06,6.8,45.0,18.28
14257,319,65,5,3087.27,5.04,249.6,29.24
14258,338,10,9,12650.08,13.2,504.0,114.14
14259,142,142,1,120.0,15.0,39.6,24.0
14261,79,51,2,1163.45,6.2,70.8,22.37
14262,241,9,8,2618.23,7.9,85.92,18.31
14264,246,155,2,319.47,12.5,47.6,19.65
14267,261,163,3,1279.09,10.08,76.5,27.57
14270,332,332,1,492.65,9.95,31.8,16.99
14271,226,226,1,112.32,5.04,19.9,11.23
14272,255,74,2,437.96,2.88,34.68,13.27
14273,243,52,4,559.97,10.5,41.6,19.31
14276,290,99,3,1019.39,9.96,44.85,17.5
14280,197,197,1,134.04,5.04,25.5,16.76
14282,368,4,15,3701.44,2.34,179.0,24.04
14284,87,31,2,578.45,11.5,31.8,18.6
14285,177,22,4,1910.01,5.9,183.6,70.74
14286,243,24,3,4595.81,5.04,70.8,16.53
14287,199,9,3,151.23,12.5,31.2,19.63
14288,214,214,1,413.85,15.0,69.6,26.66
14289,290,9,6,911.26,6.72,67.5,19.39
14290,362,12,5,2307.45,6.64,183.6,22.92
14291,276,2,11,3873.3,5.04,89.7,16.39
14292,283,8,9,4819.33,9.96,297.0,48.72
14293,369,4,4,1046.56,4.32,47.7,17.16
14295,41,41,1,154.7,15.0,50.4,33.24
14297,275,18,4,1284.06,6.96,60.0,21.05
14298,361,9,44,50862.44,0.19,650.25,31.48
14299,366,9,9,2855.35,5.04,350.4,27.73
14300,19,19,1,43.2,10.2,16.5,14.4
14301,118,118,1,632.04,15.0,91.8,49.24
14304,223,223,1,197.1,12.6,47.7,22.56
14305,136,72,3,1803.76,4.25,53.1,17.7
14306,86,52,2,2083.42,5.04,252.0,63.43
14307,374,89,6,2995.72,5.04,50.85,16.64
14309,359,9,9,2319.68,2.88,138.24,20.11
14311,243,243,1,229.71,10.2,23.6,15.51
14312,338,47,6,1611.59,6.96,66.0,18.52
14314,107,107,1,120.0,4.56,46.8,15.0
14315,267,45,6,2456.98,7.8,70.8,24.57
14317,65,65,1,508.58,9.36,66.0,21.19
14320,333,207,2,343.11,5.04,35.4,15.41
14321,334,11,5,1530.75,2.88,83.4,12.45
14323,239,115,2,574.26,5.04,35.4,16.81
14326,243,243,1,166.85,15.0,60.0,22.98
14327,164,164,1,311.65,14.85,70.8,25.97
14329,330,18,7,4889.14,5.04,79.8,19.28
14331,136,125,2,462.66,10.08,34.0,16.52
14332,148,23,3,840.21,0.95,104.04,33.61
14333,68,68,1,351.45,12.5,102.0,27.68
14334,359,17,8,2539.46,6.96,58.0,15.75
14336,277,17,4,1614.91,2.28,45.0,17.94
14338,197,162,2,554.22,8.25,51.0,18.97
14339,243,243,1,289.91,9.96,61.2,22.11
14340,219,219,1,134.7,10.2,35.4,22.45
14341,319,46,8,2151.08,2.28,85.92,16.93
14342,211,22,4,607.71,5.04,153.0,31.84
14344,369,128,8,889.93,0.39,70.8,12.53
14345,39,39,1,108.98,4.68,39.6,18.16
14346,298,121,2,1021.58,4.56,85.0,17.03
14348,261,261,1,409.57,6.72,91.8,22.75
14349,11,11,1,133.5,1.25,9.9,4.31
14350,275,275,1,258.7,6.96,35.4,15.72
14351,165,165,1,51.0,51.0,51.0,51.0
14352,274,158,4,1078.96,8.4,70.8,22.96
14353,216,216,1,90.6,3.9,19.8,15.1
14354,31,6,2,163.62,7.8,37.44,18.18
14355,366,366,1,174.4,10.2,25.5,15.85
14356,82,80,2,666.94,8.3,89.7,21.25
14357,44,44,1,225.12,0.65,29.5,5.63
14359,88,20,3,882.58,9.9,30.0,16.59
14360,95,32,4,2118.03,5.04,68.0,18.1
14362,23,23,1,151.5,0.95,13.5,4.09
14364,212,109,8,3717.35,4.56,207.5,53.87
14367,277,9,16,9134.12,0.21,214.8,17.71
14368,320,320,1,155.0,11.9,29.9,19.38
14371,296,296,1,100.5,15.0,39.6,25.12
14373,359,359,1,76.55,10.2,25.5,19.14
14375,186,186,1,235.56,0.19,25.0,3.57
14377,263,192,2,617.05,17.85,159.2,56.1
14379,296,45,2,348.1,0.95,30.0,7.57
14381,53,53,1,202.68,0.55,25.0,3.62
14382,27,27,1,615.49,0.38,31.2,4.88
14383,164,39,3,1247.69,4.0,135.2,21.15
